,Unnamed: 0,name,generation,classfication,abilities,height_m,weight_kg,type1,type2,is_legendary,is_mythical,is_mega
774,775,Pangoro,6.0,Daunting Pokemon,"['Iron Fist', 'Mold Breaker', 'Scrappy']",2.1,136.0,Fighting,Dark,0.0,0.0,0.0
775,776,Furfrou,6.0,Poodle Pokemon,['Fur Coat'],1.2,28.0,Normal,None,0.0,0.0,0.0
776,777,Espurr,6.0,Restraint Pokemon,"['Keen Eye', 'Infiltrator', 'Own Tempo']",0.3,3.5,Psychic,None,0.0,0.0,0.0
777,778,Meowstic Male,6.0,Constraint Pokemon,"['Keen Eye', 'Infiltrator', 'Prankster']",0.6,8.5,Psychic,None,0.0,0.0,0.0
778,779,Meowstic Female,6.0,Constraint Pokemon,"['Keen Eye', 'Infiltrator', 'Competitive']",0.6,8.5,Psychic,None,0.0,0.0,0.0
779,780,Honedge,6.0,Sword Pokemon,['No Guard'],0.8,2.0,Steel,Ghost,0.0,0.0,0.0
780,781,Doublade,6.0,Sword Pokemon,['No Guard'],0.8,4.5,Steel,Ghost,0.0,0.0,0.0
781,782,Aegislash Blade Forme,6.0,Royal Sword Pokemon,['Stance Change'],1.7,53.0,Steel,Ghost,0.0,0.0,0.0
782,783,Aegislash Shield Forme,6.0,Royal Sword Pokemon,['Stance Change'],1.7,53.0,Steel,Ghost,0.0,0.0,0.0
783,784,Spritzee,6.0,Perfume Pokemon,"['Healer', 'Aroma Veil']",0.2,0.5,Fairy,None,0.0,0.0,0.0
784,785,Aromatisse,6.0,Fragrance Pokemon,"['Healer', 'Aroma Veil']",0.8,15.5,Fairy,None,0.0,0.0,0.0
785,786,Swirlix,6.0,Cotton Candy Pokemon,"['Sweet Veil', 'Unburden']",0.4,3.5,Fairy,None,0.0,0.0,0.0
786,787,Slurpuff,6.0,Meringue Pokemon,"['Sweet Veil', 'Unburden']",0.8,5.0,Fairy,None,0.0,0.0,0.0
787,788,Inkay,6.0,Revolving Pokemon,"['Contrary', 'Suction Cups', 'Infiltrator']",0.4,3.5,Dark,Psychic,0.0,0.0,0.0
788,789,Malamar,6.0,Overturning Pokemon,"['Contrary', 'Suction Cups', 'Infiltrator']",1.5,47.0,Dark,Psychic,0.0,0.0,0.0
789,790,Binacle,6.0,Two-Handed Pokemon,"['Sniper', 'Tough Claws', 'Pickpocket']",0.5,31.0,Rock,Water,0.0,0.0,0.0
790,791,Barbaracle,6.0,Collective Pokemon,"['Sniper', 'Tough Claws', 'Pickpocket']",1.3,96.0,Rock,Water,0.0,0.0,0.0
791,792,Skrelp,6.0,Mock Kelp Pokemon,"['Poison Point', 'Poison Touch', 'Adaptability']",0.5,7.3,Poison,Water,0.0,0.0,0.0
792,793,Dragalge,6.0,Mock Kelp Pokemon,"['Poison Point', 'Poison Touch', 'Adaptability']",1.8,81.5,Poison,Dragon,0.0,0.0,0.0
793,794,Clauncher,6.0,Water Gun Pokemon,['Mega Launcher'],0.5,8.3,Water,None,0.0,0.0,0.0
794,795,Clawitzer,6.0,Howitzer Pokemon,['Mega Launcher'],1.3,35.3,Water,None,0.0,0.0,0.0
795,796,Helioptile,6.0,Generator Pokemon,"['Dry Skin', 'Sand Veil', 'Solar Power']",0.5,6.0,Electric,Normal,0.0,0.0,0.0
796,797,Heliolisk,6.0,Generator Pokemon,"['Dry Skin', 'Sand Veil', 'Solar Power']",1.0,21.0,Electric,Normal,0.0,0.0,0.0
797,798,Tyrunt,6.0,Royal Heir Pokemon,"['Strong Jaw', 'Sturdy']",0.8,26.0,Rock,Dragon,0.0,0.0,0.0
798,799,Tyrantrum,6.0,Despot Pokemon,"['Strong Jaw', 'Rock Head']",2.5,270.0,Rock,Dragon,0.0,0.0,0.0
799,800,Amaura,6.0,Tundra Pokemon,"['Refrigerate', 'Snow Warning']",1.3,25.2,Rock,Ice,0.0,0.0,0.0
800,801,Aurorus,6.0,Tundra Pokemon,"['Refrigerate', 'Snow Warning']",2.7,225.0,Rock,Ice,0.0,0.0,0.0
801,802,Sylveon,6.0,Intertwining Pokemon,"['Cute Charm', 'Pixilate']",1.0,23.5,Fairy,None,0.0,0.0,0.0
802,803,Hawlucha,6.0,Wrestling Pokemon,"['Limber', 'Unburden', 'Mold Breaker']",0.8,21.5,Fighting,Flying,0.0,0.0,0.0
803,804,Dedenne,6.0,Antenna Pokemon,"['Cheek Pouch', 'Pickup', 'Plus']",0.2,2.2,Electric,Fairy,0.0,0.0,0.0
804,805,Carbink,6.0,Jewel Pokemon,"['Clear Body', 'Sturdy']",0.3,5.7,Rock,Fairy,0.0,0.0,0.0
805,806,Goomy,6.0,Soft Tissue Pokemon,"['Sap Sipper', 'Hydration', 'Gooey']",0.3,2.8,Dragon,None,0.0,0.0,0.0
806,807,Sliggoo,6.0,Soft Tissue Pokemon,"['Sap Sipper', 'Hydration', 'Gooey']",0.8,17.5,Dragon,None,0.0,0.0,0.0
807,808,Goodra,6.0,Dragon Pokemon,"['Sap Sipper', 'Hydration', 'Gooey']",2.0,150.5,Dragon,None,0.0,0.0,0.0
808,809,Klefki,6.0,Key Ring Pokemon,"['Prankster', 'Magician']",0.2,3.0,Steel,Fairy,0.0,0.0,0.0
809,810,Phantump,6.0,Stump Pokemon,"['Natural Cure', 'Frisk', 'Harvest']",0.4,7.0,Ghost,Grass,0.0,0.0,0.0
810,811,Trevenant,6.0,Elder Tree Pokemon,"['Natural Cure', 'Frisk', 'Harvest']",1.5,71.0,Ghost,Grass,0.0,0.0,0.0
811,812,Pumpkaboo ,6.0,Pumpkin Pokemon,"['Pickup', 'Frisk', 'Insomnia']",0.8,15.0,Ghost,Grass,0.0,0.0,0.0
812,813,Gourgeist,6.0,Pumpkin Pokemon,"['Pickup', 'Frisk', 'Insomnia']",0.9,12.5,Ghost,Grass,0.0,0.0,0.0
813,814,Bergmite,6.0,Ice Chunk Pokemon,"['Own Tempo', 'Ice Body', 'Sturdy']",1.0,99.5,Ice,None,0.0,0.0,0.0
814,815,Avalugg,6.0,Iceberg Pokemon,"['Own Tempo', 'Ice Body', 'Sturdy']",2.0,505.0,Ice,None,0.0,0.0,0.0
815,816,Noibat,6.0,Sound Wave Pokemon,"['Frisk', 'Infiltrator', 'Telepathy']",0.5,8.0,Flying,Dragon,0.0,0.0,0.0
816,817,Noivern,6.0,Sound Wave Pokemon,"['Frisk', 'Infiltrator', 'Telepathy']",1.5,85.0,Flying,Dragon,0.0,0.0,0.0
817,818,Xerneas,6.0,Life Pokemon,['Fairy Aura'],3.0,215.0,Fairy,None,1.0,0.0,0.0
818,819,Yveltal,6.0,Destruction Pokemon,['Dark Aura'],5.8,203.0,Dark,Flying,1.0,0.0,0.0
819,820,Zygarde 50% Forme,6.0,Order Pokemon,"['Aura Break', 'Power Construct']",5.0,305.0,Dragon,Ground,1.0,0.0,0.0
820,821,Zygarde 10% Forme,6.0,Order Pokemon,"['Aura Break', 'Power Construct']",1.2,33.5,Dragon,Ground,1.0,0.0,0.0
821,822,Zygarde Complete Forme,6.0,Order Pokemon,['Power Construct'],4.5,610.0,Dragon,Ground,1.0,0.0,0.0
822,823,Diancie,6.0,Jewel Pokemon,['Clear Body'],0.7,8.8,Rock,Fairy,0.0,1.0,0.0
823,824,Mega Diancie,6.0,Jewel Pokemon,['Magic Bounce'],1.1,27.8,Rock,Fairy,0.0,1.0,1.0
824,825,Hoopa Confined,6.0,Mischief Pokemon,['Magician'],0.5,9.0,Psychic,Ghost,0.0,1.0,0.0
825,826,Hoopa Unbound,6.0,Djinn Pokemon,['Magician'],6.5,490.0,Psychic,Dark,0.0,1.0,0.0
826,827,Volcanion,6.0,Steam Pokemon,['Water Absorb'],1.7,195.0,Fire,Water,0.0,1.0,0.0
827,828,Rowlet,7.0,Grass Quill Pokemon,"['Overgrow', 'Long Reach']",0.3,1.5,Grass,Flying,0.0,0.0,0.0
828,829,Dartrix,7.0,Blade Quill Pokemon,"['Overgrow', 'Long Reach']",0.7,16.0,Grass,Flying,0.0,0.0,0.0
829,830,Decidueye,7.0,Arrow Quill Pokemon,"['Overgrow', 'Long Reach']",1.6,36.6,Grass,Ghost,0.0,0.0,0.0
830,831,Litten,7.0,Fire Cat Pokemon,"['Blaze', 'Intimidate']",0.4,4.3,Fire,None,0.0,0.0,0.0
831,832,Torracat,7.0,Fire Cat Pokemon,"['Blaze', 'Intimidate']",0.7,25.0,Fire,None,0.0,0.0,0.0
832,833,Incineroar,7.0,Heel Pokemon,"['Blaze', 'Intimidate']",1.8,83.0,Fire,Dark,0.0,0.0,0.0
833,834,Popplio,7.0,Sea Lion Pokemon,"['Torrent', 'Liquid Voice']",0.4,7.5,Water,None,0.0,0.0,0.0
834,835,Brionne,7.0,Pop Star Pokemon,"['Torrent', 'Liquid Voice']",0.6,17.5,Water,None,0.0,0.0,0.0
835,836,Primarina,7.0,Soloist Pokemon,"['Torrent', 'Liquid Voice']",1.8,44.0,Water,Fairy,0.0,0.0,0.0
836,837,Pikipek,7.0,Woodpecker Pokemon,"['Keen Eye', 'Skill Link', 'Pickup']",0.3,1.2,Normal,Flying,0.0,0.0,0.0
837,838,Trumbeak,7.0,Bugle Beak Pokemon,"['Keen Eye', 'Skill Link', 'Pickup']",0.6,14.8,Normal,Flying,0.0,0.0,0.0
838,839,Toucannon,7.0,Cannon Pokemon,"['Keen Eye', 'Skill Link', 'Sheer Force']",1.1,26.0,Normal,Flying,0.0,0.0,0.0
839,840,Yungoos,7.0,Loitering Pokemon,"['Strong Jaw', 'Stakeout', 'Adaptability']",0.4,6.0,Normal,None,0.0,0.0,0.0
840,841,Gumshoos,7.0,Stakeout Pokemon,"['Strong Jaw', 'Stakeout', 'Adaptability']",0.7,14.2,Normal,None,0.0,0.0,0.0
841,842,Grubbin,7.0,Larva Pokemon,['Swarm'],0.4,4.4,Bug,None,0.0,0.0,0.0
842,843,Charjabug,7.0,Battery Pokemon,['Battery'],0.5,10.5,Bug,Electric,0.0,0.0,0.0
843,844,Vikavolt,7.0,Stag Beetle Pokemon,['Levitate'],1.5,45.0,Bug,Electric,0.0,0.0,0.0
844,845,Crabrawler,7.0,Boxing Pokemon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",0.6,7.0,Fighting,None,0.0,0.0,0.0
845,846,Crabominable,7.0,Woolly Crab Pokemon,"['Hyper Cutter', 'Iron Fist', 'Anger Point']",1.7,180.0,Fighting,Ice,0.0,0.0,0.0
846,847,Oricorio Baile Style,7.0,Dancing Pokemon,['Dancer'],0.6,3.4,Fire,Flying,0.0,0.0,0.0
847,848,Oricorio Pom-Pom Style,7.0,Dancing Pokemon,['Dancer'],0.6,3.4,Electric,Flying,0.0,0.0,0.0
848,849,Oricorio Pa'u Style,7.0,Dancing Pokemon,['Dancer'],0.6,3.4,Psychic,Flying,0.0,0.0,0.0
849,850,Oricorio Sensu Style,7.0,Dancing Pokemon,['Dancer'],0.6,3.4,Ghost,Flying,0.0,0.0,0.0
850,851,Cutiefly,7.0,Bee Fly Pokemon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.1,0.2,Bug,Fairy,0.0,0.0,0.0
851,852,Ribombee,7.0,Bee Fly Pokemon,"['Honey Gather', 'Shield Dust', 'Sweet Veil']",0.2,0.5,Bug,Fairy,0.0,0.0,0.0
852,853,Rockruff,7.0,Puppy Pokemon,"['Keen Eye', 'Vital Spirit', 'Steadfast']",0.5,9.2,Rock,None,0.0,0.0,0.0
853,854, Lycanroc Midday Form,7.0,Wolf Pokemon,"['Keen Eye', 'Sand Rush', 'Steadfast']",0.8,25.0,Rock,None,0.0,0.0,0.0
854,855, Lycanroc Midnight Form,7.0,Wolf Pokemon,"['Keen Eye', 'Vital Spirit', 'No Guard']",1.1,25.0,Rock,None,0.0,0.0,0.0
855,856, Lycanroc Dusk Form,7.0,Wolf Pokemon,['Tough Claws'],0.8,25.0,Rock,None,0.0,0.0,0.0
856,857,WishiwashiSolo Form,7.0,Small Fry Pokemon,['Schooling'],0.2,0.3,Water,None,0.0,0.0,0.0
857,858,Wishiwashi School Form,7.0,Small Fry Pokemon,['Schooling'],8.2,78.6,Water,None,0.0,0.0,0.0
858,859,Mareanie,7.0,Brutal Star Pokemon,"['Merciless', 'Limber', 'Regenerator']",0.4,8.0,Poison,Water,0.0,0.0,0.0
859,860,Toxapex,7.0,Brutal Star Pokemon,"['Merciless', 'Limber', 'Regenerator']",0.7,14.5,Poison,Water,0.0,0.0,0.0
860,861,Mudbray,7.0,Donkey Pokemon,"['Own Tempo', 'Stamina', 'Inner Focus']",1.0,110.0,Ground,None,0.0,0.0,0.0
861,862,Mudsdale,7.0,Draft Horse Pokemon,"['Own Tempo', 'Stamina', 'Inner Focus']",2.5,920.0,Ground,None,0.0,0.0,0.0
862,863,Dewpider,7.0,Water Bubble Pokemon,"['Water Bubble', 'Water Absorb']",0.3,4.0,Water,Bug,0.0,0.0,0.0
863,864,Araquanid,7.0,Water Bubble Pokemon,"['Water Bubble', 'Water Absorb']",1.8,82.0,Water,Bug,0.0,0.0,0.0
864,865,Fomantis,7.0,Sickle Grass Pokemon,"['Leaf Guard', 'Contrary']",0.3,1.5,Grass,None,0.0,0.0,0.0
865,866,Lurantis,7.0,Bloom Sickle Pokemon,"['Leaf Guard', 'Contrary']",0.9,18.5,Grass,None,0.0,0.0,0.0
866,867,Morelull,7.0,Illuminating Pokemon,"['Illuminate', 'Effect Spore', 'Rain Dish']",0.2,1.5,Grass,Fairy,0.0,0.0,0.0
867,868,Shiinotic,7.0,Illuminating Pokemon,"['Illuminate', 'Effect Spore', 'Rain Dish']",1.0,11.5,Grass,Fairy,0.0,0.0,0.0
868,869,Salandit,7.0,Toxic Lizard Pokemon,"['Corrosion', 'Oblivious']",0.6,4.8,Poison,Fire,0.0,0.0,0.0
869,870,Salazzle,7.0,Toxic Lizard Pokemon,"['Corrosion', 'Oblivious']",1.2,22.2,Poison,Fire,0.0,0.0,0.0
870,871,Stufful,7.0,Flailing Pokemon,"['Fluffy', 'Klutz', 'Cute Charm']",0.5,6.8,Normal,Fighting,0.0,0.0,0.0
871,872,Bewear,7.0,Strong Arm Pokemon,"['Fluffy', 'Klutz', 'Unnerve']",2.1,135.0,Normal,Fighting,0.0,0.0,0.0
872,873,Bounsweet,7.0,Fruit Pokemon,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",0.3,3.2,Grass,None,0.0,0.0,0.0
873,874,Steenee,7.0,Fruit Pokemon,"['Leaf Guard', 'Oblivious', 'Sweet Veil']",0.7,8.2,Grass,None,0.0,0.0,0.0
874,875,Tsareena,7.0,Fruit Pokemon,"['Leaf Guard', 'Queenly Majesty', 'Sweet Veil']",1.2,21.4,Grass,None,0.0,0.0,0.0
875,876,Comfey,7.0,Posy Picker Pokemon,"['Flower Veil', 'Triage', 'Natural Cure']",0.1,0.3,Fairy,None,0.0,0.0,0.0
876,877,Oranguru,7.0,Sage Pokemon,"['Inner Focus', 'Telepathy', 'Symbiosis']",1.5,76.0,Normal,Psychic,0.0,0.0,0.0
877,878,Passimian,7.0,Teamwork Pokemon,"['Receiver', 'Defiant']",2.0,82.8,Fighting,None,0.0,0.0,0.0
878,879,Wimpod,7.0,Turn Tail Pokemon,['Wimp Out'],0.5,12.0,Bug,Water,0.0,0.0,0.0
879,880,Golisopod,7.0,Hard Scale Pokemon,['Emergency Exit'],2.0,108.0,Bug,Water,0.0,0.0,0.0
880,881,Sandygast,7.0,Sand Heap Pokemon,"['Water Compaction', 'Sand Veil']",0.5,70.0,Ghost,Ground,0.0,0.0,0.0
881,882,Palossand,7.0,Sand Castle Pokemon,"['Water Compaction', 'Sand Veil']",1.3,250.0,Ghost,Ground,0.0,0.0,0.0
882,883,Pyukumuku,7.0,Sea Cucumber Pokemon,"['Innards Out', 'Unaware']",0.3,1.2,Water,None,0.0,0.0,0.0
883,884,Type: Null,7.0,Synthetic Pokemon,['Battle Armor'],1.9,120.5,Normal,None,1.0,0.0,0.0
884,885,Silvally,7.0,Synthetic Pokemon,['RKS System'],2.3,100.5,Normal,None,1.0,0.0,0.0
885,886,Minior Meteor Form,7.0,Meteor Pokemon,['Shields Down'],0.3,40.0,Rock,Flying,0.0,0.0,0.0
886,887,Minior Core Form,7.0,Meteor Pokemon,['Shields Down'],0.3,0.3,Rock,Flying,0.0,0.0,0.0
887,888,Komala,7.0,Drowsing Pokemon,['Comatose'],0.4,19.9,Normal,None,0.0,0.0,0.0
888,889,Turtonator,7.0,Blast Turtle Pokemon,['Shell Armor'],2.0,212.0,Fire,Dragon,0.0,0.0,0.0
889,890,Togedemaru,7.0,Roly-Poly Pokemon,"['Iron Barbs', 'Lightning Rod', 'Sturdy']",0.3,3.3,Electric,Steel,0.0,0.0,0.0
890,891,Mimikyu,7.0,Disguise Pokemon,['Disguise'],0.2,0.7,Ghost,Fairy,0.0,0.0,0.0
891,892,Bruxish,7.0,Gnash Teeth Pokemon,"['Dazzling', 'Strong Jaw', 'Wonder Skin']",0.9,19.0,Water,Psychic,0.0,0.0,0.0
892,893,Drampa,7.0,Placid Pokemon,"['Berserk', 'Sap Sipper', 'Cloud Nine']",3.0,185.0,Normal,Dragon,0.0,0.0,0.0
893,894,Dhelmise,7.0,Sea Creeper Pokemon,['Steelworker'],3.9,210.0,Ghost,Grass,0.0,0.0,0.0
894,895,Jangmo-o,7.0,Scaly Pokemon,"['Bulletproof', 'Soundproof', 'Overcoat']",0.6,29.7,Dragon,None,0.0,0.0,0.0
895,896,Hakamo-o,7.0,Scaly Pokemon,"['Bulletproof', 'Soundproof', 'Overcoat']",1.2,47.0,Dragon,Fighting,0.0,0.0,0.0
896,897,Kommo-o,7.0,Scaly Pokemon,"['Bulletproof', 'Soundproof', 'Overcoat']",1.6,78.2,Dragon,Fighting,0.0,0.0,0.0
897,898,Tapu Koko,7.0,Land Spirit Pokemon,"['Electric Surge', 'Telepathy']",1.8,20.5,Electric,Fairy,1.0,0.0,0.0
898,899,Tapu Lele,7.0,Land Spirit Pokemon,"['Psychic Surge', 'Telepathy']",1.2,18.6,Psychic,Fairy,1.0,0.0,0.0
899,900,Tapu Bulu,7.0,Land Spirit Pokemon,"['Grassy Surge', 'Telepathy']",1.9,45.5,Grass,Fairy,1.0,0.0,0.0
900,901,Tapu Fini,7.0,Land Spirit Pokemon,"['Misty Surge', 'Telepathy']",1.3,21.2,Water,Fairy,1.0,0.0,0.0
901,902,Cosmog,7.0,Nebula Pokemon,['Unaware'],0.2,0.1,Psychic,None,1.0,0.0,0.0
902,903,Cosmoem,7.0,Protostar Pokemon,['Sturdy'],0.1,999.9,Psychic,None,1.0,0.0,0.0
903,904,Solgaleo,7.0,Sunne Pokemon,['Full Metal Body'],3.4,230.0,Psychic,Steel,1.0,0.0,0.0
904,905,Lunala,7.0,Moone Pokemon,['Shadow Shield'],4.0,120.0,Psychic,Ghost,1.0,0.0,0.0
905,906,Nihilego,7.0,Parasite Pokemon,['Beast Boost'],1.2,55.5,Rock,Poison,0.0,0.0,0.0
906,907,Buzzwole,7.0,Swollen Pokemon,['Beast Boost'],2.4,333.6,Bug,Fighting,0.0,0.0,0.0
907,908,Pheromosa,7.0,Lissome Pokemon,['Beast Boost'],1.8,25.0,Bug,Fighting,0.0,0.0,0.0
908,909,Xurkitree,7.0,Glowing Pokemon,['Beast Boost'],3.8,100.0,Electric,None,0.0,0.0,0.0
909,910,Celesteela,7.0,Launch Pokemon,['Beast Boost'],9.2,999.9,Steel,Flying,0.0,0.0,0.0
910,911,Kartana,7.0,Drawn Sword Pokemon,['Beast Boost'],0.3,0.1,Grass,Steel,0.0,0.0,0.0
911,912,Guzzlord,7.0,Junkivore Pokemon,['Beast Boost'],5.5,888.0,Dark,Dragon,0.0,0.0,0.0
912,913,Necrozma,7.0,Prism Pokemon,['Prism Armor'],2.4,230.0,Psychic,None,1.0,0.0,0.0
913,914,Dusk Mane Necrozma,7.0,Prism Pokemon,['Prism Armor'],3.8,460.0,Psychic,Steel,1.0,0.0,0.0
914,915,Dawn Wings Necrozma,7.0,Prism Pokemon,['Prism Armor'],4.2,350.0,Psychic,Ghost,1.0,0.0,0.0
915,916,Ultra Necrozma,7.0,Prism Pokemon,['Neuroforce'],7.5,230.0,Psychic,Dragon,1.0,0.0,0.0
916,917,Magearna,7.0,Artificial Pokemon,['Soul-Heart'],1.0,80.5,Steel,Fairy,0.0,1.0,0.0
917,918,Marshadow,7.0,Gloomdweller Pokemon,['Technician'],0.7,22.2,Fighting,Ghost,0.0,1.0,0.0
918,919,Poipole,7.0,Poison Pin Pokemon,['Beast Boost'],0.6,1.8,Poison,None,0.0,0.0,0.0
919,920,Naganadel,7.0,Poison Pin Pokemon,['Beast Boost'],3.6,150.0,Poison,Dragon,0.0,0.0,0.0
920,921,Stakataka,7.0,Rampart Pokemon,['Beast Boost'],5.5,820.0,Rock,Steel,0.0,0.0,0.0
921,922,Blacephalon,7.0,Fireworks Pokemon,['Beast Boost'],1.8,13.0,Fire,Ghost,0.0,0.0,0.0
922,923,Zeraora,7.0,Thunderclap Pokemon,['Volt Absorb'],1.5,44.5,Electric,None,0.0,1.0,0.0
923,924,Meltan,7.0,Hex Nut Pokemon,['Magnet Pull'],0.2,8.0,Steel,None,0.0,1.0,0.0
924,925,Melmetal,7.0,Hex Nut Pokemon,['Iron Fist'],2.5,800.0,Steel,None,0.0,1.0,0.0
925,926,Grookey,8.0,Chimp Pokemon,"['Overgrow', 'Grassy Surge']",0.3,5.0,Grass,None,0.0,0.0,0.0
926,927,Thwackey,8.0,Beat Pokemon,"['Overgrow', 'Grassy Surge']",0.7,14.0,Grass,None,0.0,0.0,0.0
927,928,Rillaboom,8.0,Drummer Pokemon,"['Overgrow', 'Grassy Surge']",2.1,90.0,Grass,None,0.0,0.0,0.0
928,929,Scorbunny,8.0,Rabbit Pokemon,"['Blaze', 'Libero']",0.3,4.5,Fire,None,0.0,0.0,0.0
929,930,Raboot,8.0,Rabbit Pokemon,"['Blaze', 'Libero']",0.6,9.0,Fire,None,0.0,0.0,0.0
930,931,Cinderace,8.0,Striker Pokemon,"['Blaze', 'Libero']",1.4,33.0,Fire,None,0.0,0.0,0.0
931,932,Sobble,8.0,Water Lizard Pokemon,"['Torrent', 'Sniper']",0.3,4.0,Water,None,0.0,0.0,0.0
932,933,Drizzile,8.0,Water lizard Pokemon,"['Torrent', 'Sniper']",0.7,11.5,Water,None,0.0,0.0,0.0
933,934,Inteleon,8.0,Secret Agent Pokemon,"['Torrent', 'Sniper']",1.9,45.2,Water,None,0.0,0.0,0.0
934,935,Skwovet,8.0,Cheeky Pokemon,"['Cheek Pouch', 'Gluttony']",0.3,2.5,Normal,None,0.0,0.0,0.0
935,936,Greedent,8.0,Greedy Pokemon,"['Cheek Pouch', 'Gluttony']",0.6,6.0,Normal,None,0.0,0.0,0.0
936,937,Rookidee,8.0,Tiny Bird Pokemon,"['Keen Eye', 'Unnerve', 'Big Pecks']",0.2,1.8,Flying,None,0.0,0.0,0.0
937,938,Corvisquire,8.0,Raven Pokemon,"['Keen Eye', 'Unnerve', 'Big Pecks']",0.8,16.0,Flying,None,0.0,0.0,0.0
938,939,Corviknight,8.0,Raven Pokemon,"['Pressure', 'Unnerve', 'Mirror Armor']",2.2,75.0,Flying,Steel,0.0,0.0,0.0
939,940,Blipbug,8.0,Larva Pokemon,"['Swarm', 'Compound Eyes', 'Telepathy']",0.4,8.0,Bug,None,0.0,0.0,0.0
940,941,Dottler,8.0,Radome Pokemon,"['Swarm', 'Compound Eyes', 'Telepathy']",0.4,19.5,Bug,Psychic,0.0,0.0,0.0
941,942,Orbeetle,8.0,Seven Spot Pokemon,"['Swarm', 'Frisk', 'Telepathy']",0.4,40.8,Bug,Psychic,0.0,0.0,0.0
942,943,Nickit,8.0,Fox Pokemon,"['Run Away', 'Unburden', 'Stakeout']",0.6,8.9,Dark,None,0.0,0.0,0.0
943,944,Thievul,8.0,Fox Pokemon,"['Run Away', 'Unburden', 'Stakeout']",1.2,19.9,Dark,None,0.0,0.0,0.0
944,945,Gossifleur,8.0,Flowering Pokemon,"['Cotton Down', 'Regenerator', 'Effect Spore']",0.4,2.2,Grass,None,0.0,0.0,0.0
945,946,Eldegoss,8.0,Cotton Bloom Pokemon,"['Cotton Down', 'Regenerator', 'Effect Spore']",0.5,2.5,Grass,None,0.0,0.0,0.0
946,947,Wooloo,8.0,Sheep Pokemon,"['Fluffy', 'Run Away', 'Bulletproof']",0.6,6.0,Normal,None,0.0,0.0,0.0
947,948,Dubwool,8.0,Sheep Pokemon,"['Fluffy', 'Steadfast', 'Bulletproof']",1.3,43.0,Normal,None,0.0,0.0,0.0
948,949,Chewtle,8.0,Snapping Pokemon,"['Strong Jaw', 'Shell Armor', 'Swift Swim']",0.3,8.5,Water,None,0.0,0.0,0.0
949,950,Drednaw,8.0,Bite Pokemon,"['Strong Jaw', 'Shell Armor', 'Swift Swim']",1.0,115.5,Water,Rock,0.0,0.0,0.0
950,951,Yamper,8.0,Puppy Pokemon,"['Ball Fetch', 'Rattled']",0.3,13.5,Electric,None,0.0,0.0,0.0
951,952,Boltund,8.0,Dog Pokemon,"['Strong Jaw', 'Competitive']",1.0,34.0,Electric,None,0.0,0.0,0.0
952,953,Rolycoly,8.0,Coal Pokemon,"['Steam Engine', 'Heatproof', 'Flash Fire']",0.3,12.0,Rock,None,0.0,0.0,0.0
953,954,Carkol,8.0,Coal Pokemon,"['Steam Engine', 'Flame Body', 'Flash Fire']",1.1,78.0,Rock,Fire,0.0,0.0,0.0
954,955,Coalossal,8.0,Coal Pokemon,"['Steam Engine', 'Flame Body', 'Flash Fire']",2.8,310.5,Rock,Fire,0.0,0.0,0.0
955,956,Applin,8.0,Apple Core Pokemon,"['Ripen', 'Gluttony', 'Bulletproof']",0.2,0.5,Grass,Dragon,0.0,0.0,0.0
956,957,Flapple,8.0,Apple Wing Pokemon,"['Ripen', 'Gluttony', 'Hustle']",0.3,1.0,Grass,Dragon,0.0,0.0,0.0
957,958,Appletun,8.0,Apple Nectar Pokemon,"['Ripen', 'Gluttony', 'Thick Fat']",0.4,13.0,Grass,Dragon,0.0,0.0,0.0
958,959,Silicobra,8.0,Sand Snake Pokemon,"['Sand Spit', 'Shed Skin', 'Sand Veil']",2.2,7.6,Ground,None,0.0,0.0,0.0
959,960,Sandaconda,8.0,Sand Snake Pokemon,"['Sand Spit', 'Shed Skin', 'Sand Veil']",3.8,65.5,Ground,None,0.0,0.0,0.0
960,961,Cramorant,8.0,Gulp Pokemon,['Gulp Missile'],0.8,18.0,Flying,Water,0.0,0.0,0.0
961,962,Arrokuda,8.0,Rush Pokemon,"['Swift Swim', 'Propeller Tail']",0.5,1.0,Water,None,0.0,0.0,0.0
962,963,Barraskewda,8.0,Skewer Pokemon,"['Swift Swim', 'Propeller Tail']",1.3,30.0,Water,None,0.0,0.0,0.0
963,964,Toxel,8.0,Baby Pokemon,"['Rattled', 'Static', 'Klutz']",0.4,11.0,Electric,Poison,0.0,0.0,0.0
964,965,Toxtricity Low Key Form,8.0,Punk Pokemon,"['Punk Rock', 'Minus', 'Technician']",1.6,40.0,Electric,Poison,0.0,0.0,0.0
965,966,Toxtricity Amped Form,8.0,Punk Pokemon,"['Punk Rock', 'Plus', 'Technician']",1.6,40.0,Electric,Poison,0.0,0.0,0.0
966,967,Sizzlipede,8.0,Radiator Pokemon,"['Flash Fire', 'White Smoke', 'Flame Body']",0.7,1.0,Fire,Bug,0.0,0.0,0.0
967,968,Centiskorch,8.0,Radiator Pokemon,"['Flash Fire', 'White Smoke', 'Flame Body']",3.0,120.0,Fire,Bug,0.0,0.0,0.0
968,969,Clobbopus,8.0,Tantrum Pokemon,"['Limber', 'Technician']",0.6,4.0,Fighting,None,0.0,0.0,0.0
